nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,sizePron,motVedette,hwd,pronSampa,ipa,PartOfSpeech
4,hĭſtōʹrĭcal,G.,,,a.,37.0,107,11,historical,historical,h i s t O: r\ i k @ l,histOːɹikəl,adjective
6,hĭſtŏrĭŏʹgrăpher,G.,,,n.,38.0,107,16,historiographer,,,,noun
3,hĭʹſtŏry,G.,,,n.,39.0,107,8,history,history,h I s t 3:r i:,hɪstɜ:riː,noun
1,hĭt,,,,v.,40.0,107,3,hit,hit,h I t,hɪt,verb
1,hĭtch,,,,v.,41.0,107,5,hitch,hitch,h I tS,hɪ?,verb
1,hīthe,,,,n.,42.0,107,5,hithe,,,,noun
2,hĭʹther,,,,p.,43.0,107,7,hither,hither,h I D 3:r,hɪðɜ:r,pronoun
3,hĭʹthĕrward,,,,p.,44.0,107,11,hitherward,,,,pronoun
1,hīve,,,,n.,45.0,107,4,hive,hive,h aI v,h?v,noun
1,hoan,,,,n.,46.0,107,4,hoan,,,,noun
1,hoar,,,,n.,47.0,107,4,hoar,hoar,h O: r\,hOːɹ,noun
1,hoarſe,,,,a.,48.0,107,6,hoarse,hoarse,h O: r\ s,hOːɹs,adjective
2,hoaʹry,,,,a.,49.0,107,6,hoary,hoary,h O: r\ i:,hOːɹiː,adjective
1,hŏb,,,,n.,50.0,107,3,hob,hob,h A b,hɑb,noun
2,hŏbble,,nbSyll>1 et pas d'accent tonic,,v.,51.0,107,6,hobble,hobble,h A b @ l,hɑbəl,verb
2,hŏʹbby,,,,n.,52.0,107,6,hobby,hobby,h A b i:,hɑbiː,noun
3,hŏbgŏʹblin,,,,n.,53.0,107,10,hobgoblin,,,,noun
2,hoʹbit,,,,n.,54.0,107,6,hobit,,,,noun
1,hock,,,,n.,55.0,107,4,hock,hock,h A k,hɑk,noun
2,hŏʹcktīde,,,,n.,56.0,107,9,hocktide,,,,noun
1,hŏd,,,,n.,57.0,107,3,hod,,,,noun
2,hŏʹddy,,,,a.,58.0,107,6,hoddy,,,,adjective
2,hŏʹdman,,,,n.,59.0,107,7,hodman,,,,noun
2,hŏʹdg_e_pŏdge,,,,n.,60.0,107,13,hodgepodge,hodgepodge,h A dZ p A dZ,hɑ?pɑ?,noun
1,hoe,,,,n.,61.0,107,3,hoe,hoe,h @U,hoʊ,noun
1,hŏg,,,,n.,62.0,107,3,hog,hog,h A g,hɑg,noun
2,hogooʹ,F.,,,n.,63.0,107,6,hogoo,,,,noun
2,hŏʹgſhead,,,,n.,64.0,107,9,hogshead,,,,noun
2,hoiʹden,,,,n.,65.0,107,7,hoiden,,,,noun
1,hoiſt,,,,v.,66.0,107,5,hoist,hoist,h OI s t,h?st,verb
1,hold,,,,v.,67.0,107,4,hold,hold,h @U l d,hoʊld,verb
1,hole,,,,n.,68.0,107,4,hole,hole,h @U l,hoʊl,noun
3,hoʹlĭneſs,,,,n.,69.0,107,9,holiness,holiness,h @U l i: n @ s,hoʊliːnəs,noun
2,hŏʹllănd,,,,n.,70.0,107,8,holland,holland,h A l @ n d,hɑlənd,noun
2,hŏʹllo_w_,,,,n.,71.0,107,9,hollow,hollow,h A l @U,hɑloʊ,noun
2,hŏʹlly,,,,n.,72.0,107,6,holly,holly,h A l i:,hɑliː,noun
3,hŏʹlŏcauſt,G.,,,n.,73.0,107,10,holocaust,holocaust,h A l @ k O: s t,hɑləkOːst,noun
2,hŏʹlſt_e_rs,,,,n.,2.0,108,11,holsters,,,,noun
2,hoʹly,F.,,,a.,3.0,108,5,holy,holy,h @U l i:,hoʊliː,adjective
2,_h_ŏʹmage,F.,,,n.,4.0,108,9,homage,homage,A m @ dZ,ɑmə?,noun
1,hōme,,,,n.,5.0,108,4,home,home,h @U m,hoʊm,noun
2,hōʹm_e_ly,,,,a.,6.0,108,9,homely,homely,h @U m l i:,hoʊmliː,adjective
2,hoʹm_e_ſpŭn,,,,a.,7.0,108,11,homespun,homespun,h @U m s p V n,hoʊmspʌn,adjective
2,hoʹm_e_wards,,,,p.,8.0,108,12,homewards,homewards,h @U m w 3:r d z,hoʊmwɜ:rdz,pronoun
3,hŏʹmĭcīde,L.,,,n.,9.0,108,9,homicide,homicide,h A m @ s aI d,hɑməs?d,noun
3,hŏʹmĭly,L.,,,n.,10.0,108,7,homily,homily,h A m @ l i:,hɑməliː,noun
4,hŏmŏcĕntric,G.,nbSyll>1 et pas d'accent tonic,,a.,11.0,108,11,homocentric,,,,adjective
5,hŏmŏgĕʹnĭal,,,,a.,12.0,108,11,homogenial,,,,adjective
4,hŏmŏʹlŏgous,G.,,,a.,13.0,108,11,homologous,homologous,h @ m A l @ g @ s,həmɑləgəs,adjective
1,hōne,,,,n.,14.0,108,4,hone,hone,h @U n,hoʊn,noun
2,_h_ŏʹneſt,L.,,,a.,15.0,108,9,honest,honest,A n @ s t,ɑnəst,adjective
3,_h_ŏʹnĕſty,L.,,,n.,16.0,108,10,honesty,honesty,A n @ s t i:,ɑnəstiː,noun
2,hŏʹney,,,,n.,17.0,108,6,honey,honey,h V n i:,hʌniː,noun
4,hŏʹney-ſŭckle,,,,n.,18.0,108,13,honey-suckle,,,,noun
2,_h_ŏʹno_u_r,L.,,,n.,19.0,108,11,honour,honour,A n 3:r,ɑnɜ:r,noun
4,_h_ŏʹnŏ_u_rable.,,,,a.,20.0,108,16,honourable,honourable,A n 3:r @ b @ l,ɑnɜ:rəbəl,adjective
4,_h_ŏʹnŏ_u_răry,L.,,,a.,21.0,108,14,honourary,,,,adjective
4,hŏnŏ_u_rĭʹfic,,,,a.,22.0,108,13,honourific,,,,adjective
2,hŏʹno_u_rs,,,,n.,23.0,108,10,honours,honours,A n 3:r z,ɑnɜ:rz,noun
1,hood,,,,n.,24.0,108,4,hood,hood,h U d,hʊd,noun
2,hooʹdwink,,,,v.,25.0,108,9,hoodwink,hoodwink,h U d w I N k,hʊdwɪŋk,verb
1,hoof,,,,n.,26.0,108,4,hoof,hoof,h u f,huf,noun
1,hook,,,,n.,27.0,108,4,hook,hook,h U k,hʊk,noun
1,hoop,,,,n.,28.0,108,4,hoop,hoop,h u p,hup,noun
2,hooʹp_e_r,,,,n.,29.0,108,9,hooper,hooper,h u p 3:r,hupɜ:r,noun
1,hoot,F.,,,v.,30.0,108,4,hoot,hoot,h u t,hut,verb
1,hop,,,,v.,31.0,108,3,hop,hop,h A p,hɑp,verb
1,hōpe,,,,n.,32.0,108,4,hope,hope,h @U p,hoʊp,noun
2,hōʹp_e_ful,,,,a.,33.0,108,10,hopeful,hopeful,h @U p f @ l,hoʊpfəl,adjective
2,hōʹp_e_leſs,,,,a.,34.0,108,11,hopeless,hopeless,h @U p l @ s,hoʊpləs,adjective
2,hŏʹpp_e_r,,,,n.,35.0,108,9,hopper,hopper,h A p 3:r,hɑpɜ:r,noun
2,hŏʹpple,,,,v.,36.0,108,7,hopple,hopple,h A p @ l,hɑpəl,verb
3,hōʹrăry,,,,a.,37.0,108,7,horary,,,,adjective
1,hoard,,,,n.,38.0,108,5,hoard,hoard,h O: r\ d,hOːɹd,noun
2,hōʹr_e_hȯu̇nd,,,,n.,39.0,108,13,horehouond,,,,noun
3,horīʹzon,G.,,,n.,40.0,108,8,horizon,horizon,h 3:r aI z @ n,hɜ:r?zən,noun
4,horĭzŏʹntal,G.,,,a.,41.0,108,11,horizontal,horizontal,h O: r\ @ z A n t @ l,hOːɹəzɑntəl,adjective
1,horn,,,,n.,42.0,108,4,horn,horn,h O: r\ n,hOːɹn,noun
2,hoʹrnbeam,,,,n.,43.0,108,9,hornbeam,,,,noun
2,hŏʹrnet,,,,n.,44.0,108,7,hornet,hornet,h O: r\ n i t,hOːɹnit,noun
2,hoʹrnfly,,,,n.,45.0,108,8,hornfly,,,,noun
2,hoʹrngeld,,,,n.,46.0,108,9,horngeld,,,,noun
3,hōʹrŏlŏge,,,,n.,47.0,108,9,horologe,,,,noun
3,hōʹrŏſcōpe,G.,,,n.,48.0,108,10,horoscope,horoscope,h O: r\ @ s k @U p,hOːɹəskoʊp,noun
3,hŏʹrrĭble,L.,,,a.,49.0,108,9,horrible,horrible,h O: r\ @ b @ l,hOːɹəbəl,adjective
2,hŏʹrror,L.,,,n.,50.0,108,7,horror,horror,h O: r\ 3:r,hOːɹɜ:r,noun
1,hŏrſe,,,,n.,51.0,108,5,horse,horse,h O: r\ s,hOːɹs,noun
3,hŏʹrſ_e_mănſhip,,,,n.,52.0,108,15,horsemanship,horsemanship,h O: r\ s m @ n S i p,hOːɹsmənʃip,noun
3,hoſăʹnnā,,,,n.,53.0,108,8,hosanna,,,,noun
1,hoſe,,,,n.,54.0,108,4,hose,hose,h @U z,hoʊz,noun
3,hōʹſier,,,,n.,55.0,108,7,hosier,,,,noun
4,hŏʹſpĭtable,,,,a.,56.0,108,11,hospitable,hospitable,h A s p I 4 @ b @ l,hɑspɪɾəbəl,adjective
3,hŏʹſpĭtal,L.,,,n.,57.0,108,9,hospital,hospital,h A s p I 4 @ l,hɑspɪɾəl,noun
4,hŏʹſpĭtalers,,,,n.,58.0,108,12,hospitalers,,,,noun
5,hŏſpĭtăʹlĭty,L.,,,n.,59.0,108,12,hospitality,hospitality,h A s p @ t { l @ 4 i:,hɑspətæləɾiː,noun
3,hŏſpēʹdar,,,,n.,60.0,108,9,hospedar,,,,noun
1,_h_ŏſt,F.,,,n.,61.0,108,6,host,host,h @U s t,hoʊst,noun
2,_h_ŏʹſtage,F.,,,n.,62.0,108,10,hostage,hostage,h A s t i dZ,hɑsti?,noun
2,_h_ŏʹſteſs,F.,,,n.,63.0,108,10,hostess,hostess,h @U s t @ s,hoʊstəs,noun
2,hŏʹſtīle,L.,,,a.,64.0,108,8,hostile,hostile,h A s t @ l,hɑstəl,adjective
4,hŏſtĭʹlĭty,L.,,,n.,65.0,108,10,hostility,hostility,h A s t I l @ 4 i:,hɑstɪləɾiː,noun
2,_h_ŏʹſtler,F.,,,n.,66.0,108,10,hostler,hostler,h A s l 3:r,hɑslɜ:r,noun
1,hot,,,,a.,67.0,108,3,hot,hot,h A t,hɑt,adjective
2,hŏʹvel,,,,n.,68.0,108,6,hovel,hovel,h V v @ l,hʌvəl,noun
2,hoʹver,,,,v.,69.0,108,6,hover,hover,h V v 3:r,hʌvɜ:r,verb
1,hough,,,,v.,70.0,108,5,hough,hough,h V f,hʌf,verb
1,hȯu̇nd,,,,n.,71.0,108,6,houond,,,,noun
1,_h_ȯu̇r,F.,,,n.,72.0,108,7,houor,,,,noun
1,hȯu̇ſe,,,,n.,73.0,108,6,houose,,,,noun
2,jăbber,,nbSyll>1 et pas d'accent tonic,,v.,2.0,110,6,jabber,,,,verb
2,jaʹcĭnth,,,,n.,3.0,110,8,jacinth,jacinth,dZ { s i n T,?æsinθ,noun
1,jăck,,,,n.,4.0,110,4,jack,jack,dZ { k,?æk,noun
2,jaʹckal,,,,n.,5.0,110,7,jackal,jackal,dZ { k @ l,?ækəl,noun
2,jăʹcket,F.,,,n.,6.0,110,7,jacket,jacket,dZ { k @ t,?ækət,noun
3,jăʹcŏbīnes,,,,n.,7.0,110,10,jacobines,,,,noun
3,jăʹcŏbītes,,,,n.,8.0,110,10,jacobites,jacobites,dZ { k @ b aI t s,?ækəb?ts,noun
3,jacōʹbus,,,,n.,9.0,110,8,jacobus,jacobus,dZ @ k @U b @ s,?əkoʊbəs,noun
5,jăcūlāʹtion,L.,,,n.,10.0,110,11,jaculation,,,,noun
1,jāde,,,,n.,11.0,110,4,jade,jade,dZ eI d,??d,noun
1,jăg,,,,v.,12.0,110,3,jag,,,,verb
2,jăgged,,nbSyll>1 et pas d'accent tonic,,a.,13.0,110,6,jagged,jagged,dZ { g d,?ægd,adjective
2,jăʹgging,,,,n.,14.0,110,8,jagging,,,,noun
1,jail;,,,,n.,15.0,110,5,jail,jail,dZ eI l,??l,noun
2,jaiʹler,,,,n.,16.0,110,7,jailer,jailer,dZ eI l 3:r,??lɜ:r,noun
1,jākes,,,,n.,17.0,110,5,jakes,jakes,dZ eI k s,??ks,noun
2,jaʹlap,,,,n.,18.0,110,6,jalap,,,,noun
1,jăm_b_,,,,n.,19.0,110,6,jamb,jamb,dZ { m,?æm,noun
3,iăʹmbĭc,G.,,,n.,20.0,110,7,iambic,,,,noun
2,jăʹngle,F.,,,v.,21.0,110,7,jangle,jangle,dZ { N g @ l,?æŋgəl,verb
4,jăʹnĭsăries,,,,n.,22.0,110,11,janisaries,,,,noun
3,jăʹnsĕniſm,,,,n.,23.0,110,10,jansenism,jansenism,dZ { n s i n I z @ m,?ænsinɪzəm,noun
3,jăʹnsĕniſt,,,,n.,24.0,110,10,jansenist,jansenist,dZ { n s @ n @ s t,?ænsənəst,noun
2,jăʹnty,,,,a.,25.0,110,6,janty,,,,adjective
4,jăʹnūăry,,,,n.,26.0,110,8,january,january,dZ { n j u E r\ i:,?ænjuɛɹiː,noun
2,jăpăʹn,,,,v.,27.0,110,6,japan,japan,dZ @ p { n,?əpæn,verb
3,jăpănēʹſe,F.,,,n.,28.0,110,9,japanese,japanese,dZ { p @ n i: z,?æpəniːz,noun
1,jăr,F.,,,n.,29.0,110,3,jar,jar,dZ A r\,?ɑɹ,noun
2,jăʹrgon,,,,n.,30.0,110,7,jargon,jargon,dZ A r\ g @ n,?ɑɹgən,noun
2,jăʹſp_e_r,,,,n.,31.0,110,9,jasper,jasper,dZ { s p 3:r,?æspɜ:r,noun
3,javāʹris,,,,n.,32.0,110,8,javaris,,,,noun
3,jăʹvĕlin,F.,,,n.,33.0,110,8,javelin,javelin,dZ { v @ l @ n,?ævələn,noun
2,jauʹndĭce,F.,,,n.,2.0,111,9,jaundice,jaundice,dZ O: n d @ s,?Oːndəs,noun
1,jaunt,F.,,,n.,3.0,111,5,jaunt,jaunt,dZ O: n t,?Oːnt,noun
1,jaws,F.,,,n.,4.0,111,4,jaws,jaws,dZ O: z,?Oːz,noun
1,jay,,,,n.,5.0,111,3,jay,jay,dZ eI,??,noun
2,jāʹzel,,,,n.,6.0,111,6,jazel,,,,noun
2,ĭʹbex,,,,n.,7.0,111,5,ibex,ibex,aI b E k s,?bɛks,noun
2,īʹbis,,,,n.,8.0,111,5,ibis,ibis,aI b @ s,?bəs,noun
1,īce,L.,,,n.,9.0,111,3,ice,ice,aI s,?s,noun
3,ic_h_neuʹmon,G.,,,n.,10.0,111,12,ichneumon,,,,noun
4,ic_h_nŏʹgrăphy,G.,,,n.,11.0,111,14,ichnography,,,,noun
2,īʹc_h_or,G.,,,n.,12.0,111,8,ichor,,,,noun
3,īʹcĭcle,L.,,,n.,13.0,111,7,icicle,icicle,aI s i k @ l,?sikəl,noun
2,īcy,,nbSyll>1 et pas d'accent tonic,,a.,14.0,111,3,icy,icy,aI s i:,?siː,adjective
3,īdēʹā,,,,n.,15.0,111,5,idea,idea,aI d i: @,?diːə,noun
3,īdėʹȧl,,,,a.,16.0,111,6,ideal,ideal,aI d i: l,?diːl,adjective
4,īdĕʹntĭcal,,,,a.,17.0,111,10,identical,identical,aI d E n t i k @ l,?dɛntikəl,adjective
3,īdĕʹntĭty,F.,,,n.,18.0,111,9,identity,identity,aI d E n t @ 4 i:,?dɛntəɾiː,noun
3,ĭʹdĭom,G.,,,n.,19.0,111,6,idiom,idiom,I 4 i: @ m,ɪɾiːəm,noun
3,ĭʹdĭot,L.,,,n.,20.0,111,6,idiot,idiot,I 4 i: @ t,ɪɾiːət,noun
2,īʹdle,,,,a.,21.0,111,5,idle,idle,aI 4 @ l,?ɾəl,adjective
3,īʹdl_e_neſs,,,,n.,22.0,111,11,idleness,idleness,aI 4 @ l n @ s,?ɾəlnəs,noun
2,īʹdol,G.,,,n.,23.0,111,5,idol,idol,aI 4 @ l,?ɾəl,noun
4,īdŏʹlăt_e_r,,,,n.,24.0,111,11,idolater,,,,noun
4,īdŏʹlătreſs,,,,n.,25.0,111,11,idolatress,,,,noun
4,īdŏʹlătrous,,,,a.,26.0,111,11,idolatrous,idolatrous,aI d A l @ t r\ @ s,?dɑlətɹəs,adjective
4,īdŏʹlătry,,,,n.,27.0,111,9,idolatry,idolatry,aI d A l @ t r\ i:,?dɑlətɹiː,noun
3,īʹdŏlīze,,,,v.,28.0,111,8,idolize,idolize,aI 4 @ l aI z,?ɾəl?z,verb
2,īʹdyl,G.,,,n.,29.0,111,5,idyl,,,,noun
2,jeaʹl_o_us,L.,,,a.,30.0,111,10,jealous,jealous,dZ E l @ s,?ɛləs,adjective
3,jeaʹl_o_usy,F.,,,n.,31.0,111,11,jealousy,jealousy,dZ E l @ s i:,?ɛləsiː,noun
1,jeer,,,,v.,32.0,111,4,jeer,jeer,dZ I r\,?ɪɹ,verb
3,jehōʹvā_h_,,,,n.,33.0,111,10,jehovah,jehovah,dZ @ h @U v @,?əhoʊvə,noun
2,jejūʹne,L.,,,a.,34.0,111,7,jejune,,,,adjective
2,jĕʹlly,F.,,,n.,35.0,111,6,jelly,jelly,dZ E l i:,?ɛliː,noun
2,jĕʹnnet,,,,n.,36.0,111,7,jennet,,,,noun
2,jeoʹfail,,,,n.,37.0,111,8,jeofail,,,,noun
3,je_o_ʹpărdy,,,,n.,38.0,111,11,jeopardy,jeopardy,dZ E p 3:r 4 i:,?ɛpɜ:rɾiː,noun
2,jĕʹrg_u_er,,,,n.,39.0,111,10,jerguer,,,,noun
1,jĕrk,,,,n.,40.0,111,4,jerk,jerk,dZ 3:r k,?ɜ:rk,noun
2,jĕʹrkin,,,,n.,41.0,111,7,jerkin,,,,noun
4,jĕʹrŏmăncy,G.,,,n.,42.0,111,10,jeromancy,,,,noun
2,jĕʹrſey,,,,n.,43.0,111,7,jersey,jersey,dZ 3:r z i:,?ɜ:rziː,noun
3,jĕʹſsămine,F.,,,n.,44.0,111,10,jessamine,jessamine,dZ E s @ m i n,?ɛsəmin,noun
2,jĕʹſſes,,,,n.,45.0,111,7,jesses,,,,noun
1,jĕſt,,,,n.,46.0,111,4,jest,jest,dZ E s t,?ɛst,noun
5,jeſūĭʹtĭcal,,,,a.,47.0,111,11,jesuitical,,,,adjective
3,jĕʹſūĭts,,,,n.,48.0,111,8,jesuits,jesuits,dZ E Z u i t s,?ɛʒuits,noun
1,jĕt,F.,,,n.,49.0,111,3,jet,jet,dZ E t,?ɛt,noun
2,jeʹwel,,,,n.,50.0,111,6,jewel,jewel,dZ u @ l,?uəl,noun
3,jeʹwĕllĕr,,,,n.,51.0,111,9,jeweller,,,,noun
2,jeʹwiſh,,,,a.,52.0,111,7,jewish,jewish,dZ u i S,?uiʃ,adjective
1,jews,,,,n.,53.0,111,4,jews,jews,dZ u z,?uz,noun
3,iʹgne_o_us,L.,,,a.,54.0,111,10,igneous,igneous,I g n i: @ s,ɪgniːəs,adjective
4,ignĭʹtion,L.,,,n.,55.0,111,9,ignition,ignition,i g n I S @ n,ignɪʃən,noun
3,jgnoʹble,L.,,,a.,56.0,111,8,jgnoble,,,,adjective
5,ignomĭʹnĭ_o_us,L.,,,a.,57.0,111,14,ignominious,ignominious,I g n @ m I n i: @ s,ɪgnəmɪniːəs,adjective
4,ĭʹgnŏmĭny,L.,,,n.,58.0,111,9,ignominy,ignominy,I g n @U m I n i:,ɪgnoʊmɪniː,noun
4,ignŏrāʹmus,L.,,,n.,59.0,111,10,ignoramus,ignoramus,I g n 3:r eI m @ s,ɪgnɜ:r?məs,noun
3,iʹgnŏrănce,L.,,,n.,60.0,111,10,ignorance,ignorance,I g n 3:r @ n s,ɪgnɜ:rəns,noun
3,iʹgnŏrănt,L.,,,a.,61.0,111,9,ignorant,ignorant,I g n 3:r @ n t,ɪgnɜ:rənt,adjective
1,jig,,,,n.,62.0,111,3,jig,jig,dZ I g,?ɪg,noun
1,jĭll,,,,n.,63.0,111,4,jill,jill,dZ I l,?ɪl,noun
1,jĭlt,,,,n.,64.0,111,4,jilt,jilt,dZ I l t,?ɪlt,noun
2,jĭʹngle,,,,v.,65.0,111,7,jingle,jingle,dZ I N g @ l,?ɪŋgəl,verb
3,ĭʹlĭac,,,,n.,66.0,111,6,iliac,,,,noun
1,ill,,,,n.,67.0,111,3,ill,ill,I l,ɪl,noun
4,illāʹbŏrāte,L.,,,a.,68.0,111,11,illaborate,,,,adjective
2,illăʹpſe,L.,,,n.,69.0,111,8,illapse,,,,noun
4,illăʹquėȧte,L.,,,v.,70.0,111,11,illaqueate,,,,verb
4,illāʹtion,L.,,,n.,71.0,111,9,illation,,,,noun
3,illēʹgal,L.,,,n.,72.0,111,8,illegal,illegal,i l i: g @ l,iliːgəl,noun
5,illĕgĭʹtĭmāte,L.,,,a.,73.0,111,13,illegitimate,illegitimate,I l i dZ I 4 @ m i t,ɪli?ɪɾəmit,adjective
5,illĕʹvĭable,,,,a.,2.0,112,11,illeviable,,,,adjective
4,illĭʹbĕrāl,L.,,,a.,3.0,112,10,illiberal,,,,adjective
6,illĭbĕrăʹlĭty,L.,,,n.,4.0,112,13,illiberality,,,,noun
3,illĭʹcĭt,L.,,,a.,5.0,112,8,illicit,illicit,i l I s @ t,ilɪsət,adjective
5,illĭʹmĭtable,L.,,,a.,6.0,112,12,illimitable,illimitable,I l I m i 4 @ b @ l,ɪlɪmiɾəbəl,adjective
4,illĭʹtĕrāte,L.,,,a.,7.0,112,11,illiterate,illiterate,i l I 4 3:r @ t,ilɪɾɜ:rət,adjective
4,illŏʹgĭcal,,,,a.,8.0,112,10,illogical,illogical,i l A dZ i k @ l,ilɑ?ikəl,adjective
2,illūde,,nbSyll>1 et pas d'accent tonic,,v.,9.0,112,6,illude,,,,verb
4,illūʹmĭnāte,,,,v.,10.0,112,11,illuminate,illuminate,i l u m i n i t,iluminit,verb
6,illūmĭnāʹtion,,,,n.,11.0,112,13,illumination,illumination,i l u m @ n eI S @ n,ilumən?ʃən,noun
3,illūʹmine,L.,,,v.,12.0,112,9,illumine,,,,verb
4,illūʹſion,L.,,,n.,13.0,112,9,illusion,illusion,i l u Z @ n,iluʒən,noun
3,illūʹſive,,,,a.,14.0,112,9,illusive,illusive,i l u s i v,ilusiv,adjective
3,illŭʹſtrāte,L.,,,v.,15.0,112,11,illustrate,illustrate,I l @ s t r\ eI t,ɪləstɹ?t,verb
5,illŭſtrāʹtion,,,,n.,16.0,112,13,illustration,illustration,I l @ s t r\ eI S @ n,ɪləstɹ?ʃən,noun
4,illŭʹſtrĭ_o_ūs,L.,,,a.,17.0,112,14,illustrious,illustrious,i l V s t r\ i: @ s,ilʌstɹiːəs,adjective
2,ĭʹmage,,,,n.,18.0,112,6,image,image,I m @ dZ,ɪmə?,noun
3,ĭʹmāg_e_ry,,,,n.,19.0,112,10,imagery,imagery,I m @ dZ r\ i:,ɪmə?ɹiː,noun
5,ĭmāʹgĭnable,,,,a.,20.0,112,11,imaginable,imaginable,i m { dZ @ n @ b @ l,imæ?ənəbəl,adjective
5,ĭmāʹgĭnăry,,,,n.,21.0,112,10,imaginary,imaginary,i m { dZ @ n E r\ i:,imæ?ənɛɹiː,noun
6,ĭmāgĭnāʹtion,L.,,,n.,22.0,112,12,imagination,imagination,i m { dZ @ n eI S @ n,imæ?ən?ʃən,noun
3,ĭmāʹgĭne,L.,,,v.,23.0,112,8,imagine,imagine,i m { dZ @ n,imæ?ən,verb
2,īʹman,,,,n.,24.0,112,5,iman,iman,aI m @ n,?mən,noun
2,imbaʹlm,,,,v.,25.0,112,7,imbalm,,,,verb
3,imbăʹrgo,,,,n.,26.0,112,8,imbargo,,,,noun
2,imbăʹrk,L.,,,v.,27.0,112,7,imbark,,,,verb
5,imbărkāʹtion,,,,n.,28.0,112,12,imbarkation,,,,noun
2,imbāʹſe,,,,v.,29.0,112,7,imbase,,,,verb
3,imbăʹttle,,,,v.,30.0,112,9,imbattle,,,,verb
5,imbĕcĭʹllĭty,L.,,,n.,31.0,112,12,imbecillity,,,,noun
3,imbĕʹllĭſh,L.,,,v.,32.0,112,10,imbellish,,,,verb
4,imbĕʹllĭſhment,,,,n.,33.0,112,14,imbellishment,,,,noun
2,imbĕʹzzle,,,,v.,34.0,112,9,imbezzle,,,,verb
2,imbīʹbe,L.,,,v.,35.0,112,7,imbibe,imbibe,i m b aI b,imb?b,verb
3,imbĭʹtt_e_r,,,,v.,36.0,112,11,imbitter,,,,verb
3,imbŏʹdy,,,,v.,37.0,112,7,imbody,,,,verb
3,imbŏʹlden,,,,v.,38.0,112,9,imbolden,,,,verb
3,imboʹſom,,,,v.,39.0,112,8,imbosom,,,,verb
2,imbŏʹſs,,,,n.,40.0,112,7,imboss,,,,noun
3,imbȯẇel,,nbSyll>1 et pas d'accent tonic,,v.,41.0,112,7,imbowel,,,,verb
2,imbrāʹce,,,,v.,42.0,112,8,imbrace,,,,verb
4,imbrāʹcĕry,,,,n.,43.0,112,10,imbracery,,,,noun
3,imbroiʹd_e_r,,,,v.,44.0,112,12,imbroider,,,,verb
2,imbroiʹl,,,,v.,45.0,112,8,imbroil,,,,verb
2,imbrūeʹ,,,,v.,46.0,112,7,imbrue,,,,verb
2,imbrūʹte,,,,v.,47.0,112,8,imbrute,,,,verb
2,imbūeʹ,L.,,,v.,48.0,112,6,imbue,imbue,i m b j u,imbju,verb
2,imbŭʹrſe,F.,,,v.,49.0,112,8,imburse,,,,verb
3,imbŭʹrſ_e_ments,F.,,,a.,50.0,112,15,imbursements,,,,adjective
4,ĭʹmĭtable,L.,,,a.,51.0,112,9,imitable,imitable,I m @ 4 @ b @ l,ɪməɾəbəl,adjective
3,ĭʹmĭtāte,L.,,,v.,52.0,112,8,imitate,imitate,I m @ t eI t,ɪmət?t,verb
5,ĭmĭtāʹtion,,,,n.,53.0,112,10,imitation,imitation,I m @ t eI S @ n,ɪmət?ʃən,noun
4,ĭmĭtāʹtor,L.,,,n.,54.0,112,9,imitator,imitator,I m @ t eI 4 3:r,ɪmət?ɾɜ:r,noun
4,immăʹcūlāte,L.,,,a.,55.0,112,11,immaculate,immaculate,i m { k j u l i t s,imækjulits,adjective
3,iʹmmănent,L.,,,a.,56.0,112,9,immanent,immanent,I m @ n @ n t,ɪmənənt,adjective
4,immāʹnity,L.,,,n.,57.0,112,9,immanity,,,,noun
4,immăʹnūĕl,,,,n.,58.0,112,9,immanuel,immanuel,I m @ n U l,ɪmənʊl,noun
5,ĭmmărcĕʹſſĭble,,,,a.,59.0,112,14,immarcessible,,,,adjective
5,immătēʹrĭal,F.,,,a.,60.0,112,11,immaterial,immaterial,I m @ t I r\ i: @ l,ɪmətɪɹiːəl,adjective
7,immătĕrĭăʹlĭty,,,,n.,61.0,112,14,immateriality,,,,noun
3,immătūre,L.,nbSyll>1 et pas d'accent tonic,,a.,62.0,112,8,immature,immature,I m @ t j U r\,ɪmətjʊɹ,adjective
5,immătūʹrĭty,,,,n.,63.0,112,11,immaturity,immaturity,I m @ tS U r\ i 4 i:,ɪmə?ʊɹiɾiː,noun
4,immĕʹdĭate,F.,,,a.,64.0,112,10,immediate,immediate,i m i: 4 i: @ t,imiːɾiːət,adjective
5,immĕʹdĭat_e_ly,,,,p.,65.0,112,14,immediately,immediately,i m i: 4 i: @ t l i:,imiːɾiːətliː,pronoun
5,immĕʹdĭcable,L.,,,a.,66.0,112,12,immedicable,,,,adjective
5,immĕʹmŏrable,L.,,,a.,67.0,112,12,immemorable,,,,adjective
5,immĕmōʹrĭal,L.,,,a.,68.0,112,11,immemorial,immemorial,I m @ m O: r\ i: @ l,ɪməmOːɹiːəl,adjective
2,immĕʹnſe,,,,a.,69.0,112,8,immense,immense,i m E n s,imɛns,adjective
4,immĕʹnsity,,,,n.,70.0,112,10,immensity,,,,noun
5,immĕʹnsūrable;,,,,a.,71.0,112,14,immensurable,,,,adjective
2,immĕʹrge,L.,,,v.,72.0,112,8,immerge,,,,verb
